   8.7691   0.0996
   8.7691  -0.0996
  -8.1575   0.1981
  -8.1575  -0.1981
   7.7282   0.2947
   7.7282  -0.2947
  -6.7861   0.3884
  -6.7861  -0.3884
   6.1458   0.4782
   6.1458  -0.4782
  -5.1418   0.5632
  -5.1418  -0.5632
   4.4858   0.6427
   4.4858  -0.6427
  -3.5658   0.7158
  -3.5658  -0.7158
   2.9784   0.7817
   2.9784  -0.7817
  -2.2065   0.8399
  -2.2065  -0.8399
   1.7195   0.8898
   1.7195  -0.8898
  -1.1234   0.9308
  -1.1234  -0.9308
   0.7483   0.9625
   0.7483  -0.9625
  -0.3469   0.9847
  -0.3469  -0.9847
   0.1110   0.9971
   0.1110  -0.9971
  -8.7163   0.0000
