# 250
 -0.100E+02  0.931E+00
 -0.992E+01  0.950E+00
 -0.984E+01  0.967E+00
 -0.976E+01  0.982E+00
 -0.968E+01  0.997E+00
 -0.960E+01  0.101E+01
 -0.952E+01  0.102E+01
 -0.944E+01  0.103E+01
 -0.936E+01  0.104E+01
 -0.928E+01  0.105E+01
 -0.920E+01  0.105E+01
 -0.912E+01  0.106E+01
 -0.904E+01  0.106E+01
 -0.896E+01  0.107E+01
 -0.888E+01  0.107E+01
 -0.880E+01  0.107E+01
 -0.872E+01  0.107E+01
 -0.864E+01  0.107E+01
 -0.856E+01  0.107E+01
 -0.848E+01  0.107E+01
 -0.840E+01  0.107E+01
 -0.832E+01  0.107E+01
 -0.824E+01  0.107E+01
 -0.816E+01  0.107E+01
 -0.808E+01  0.106E+01
 -0.800E+01  0.106E+01
 -0.792E+01  0.105E+01
 -0.784E+01  0.105E+01
 -0.776E+01  0.105E+01
 -0.768E+01  0.104E+01
 -0.760E+01  0.104E+01
 -0.752E+01  0.103E+01
 -0.744E+01  0.103E+01
 -0.736E+01  0.102E+01
 -0.728E+01  0.101E+01
 -0.720E+01  0.101E+01
 -0.712E+01  0.100E+01
 -0.704E+01  0.998E+00
 -0.696E+01  0.992E+00
 -0.688E+01  0.987E+00
 -0.680E+01  0.981E+00
 -0.672E+01  0.975E+00
 -0.664E+01  0.970E+00
 -0.656E+01  0.965E+00
 -0.648E+01  0.960E+00
 -0.640E+01  0.955E+00
 -0.632E+01  0.950E+00
 -0.624E+01  0.945E+00
 -0.616E+01  0.941E+00
 -0.608E+01  0.936E+00
 -0.600E+01  0.932E+00
 -0.592E+01  0.928E+00
 -0.584E+01  0.925E+00
 -0.576E+01  0.921E+00
 -0.568E+01  0.918E+00
 -0.560E+01  0.915E+00
 -0.552E+01  0.913E+00
 -0.544E+01  0.910E+00
 -0.536E+01  0.908E+00
 -0.528E+01  0.906E+00
 -0.520E+01  0.905E+00
 -0.512E+01  0.904E+00
 -0.504E+01  0.903E+00
 -0.496E+01  0.902E+00
 -0.488E+01  0.902E+00
 -0.480E+01  0.902E+00
 -0.472E+01  0.902E+00
 -0.464E+01  0.902E+00
 -0.456E+01  0.903E+00
 -0.448E+01  0.904E+00
 -0.440E+01  0.906E+00
 -0.432E+01  0.907E+00
 -0.424E+01  0.909E+00
 -0.416E+01  0.912E+00
 -0.408E+01  0.914E+00
 -0.400E+01  0.917E+00
 -0.392E+01  0.920E+00
 -0.384E+01  0.923E+00
 -0.376E+01  0.926E+00
 -0.368E+01  0.930E+00
 -0.360E+01  0.934E+00
 -0.352E+01  0.938E+00
 -0.344E+01  0.943E+00
 -0.336E+01  0.947E+00
 -0.328E+01  0.952E+00
 -0.320E+01  0.957E+00
 -0.312E+01  0.962E+00
 -0.304E+01  0.968E+00
 -0.296E+01  0.973E+00
 -0.288E+01  0.979E+00
 -0.280E+01  0.984E+00
 -0.272E+01  0.990E+00
 -0.264E+01  0.996E+00
 -0.256E+01  0.100E+01
 -0.248E+01  0.101E+01
 -0.240E+01  0.101E+01
 -0.232E+01  0.102E+01
 -0.224E+01  0.103E+01
 -0.216E+01  0.103E+01
 -0.208E+01  0.104E+01
 -0.200E+01  0.105E+01
 -0.192E+01  0.105E+01
 -0.184E+01  0.106E+01
 -0.176E+01  0.107E+01
 -0.168E+01  0.107E+01
 -0.160E+01  0.108E+01
 -0.152E+01  0.108E+01
 -0.144E+01  0.109E+01
 -0.136E+01  0.110E+01
 -0.128E+01  0.110E+01
 -0.120E+01  0.111E+01
 -0.112E+01  0.111E+01
 -0.104E+01  0.112E+01
 -0.960E+00  0.112E+01
 -0.880E+00  0.113E+01
 -0.800E+00  0.113E+01
 -0.720E+00  0.114E+01
 -0.640E+00  0.114E+01
 -0.560E+00  0.115E+01
 -0.480E+00  0.115E+01
 -0.400E+00  0.115E+01
 -0.320E+00  0.116E+01
 -0.240E+00  0.116E+01
 -0.160E+00  0.116E+01
 -0.800E-01  0.116E+01
  0.000E+00  0.117E+01
  0.800E-01  0.117E+01
  0.160E+00  0.117E+01
  0.240E+00  0.117E+01
  0.320E+00  0.117E+01
  0.400E+00  0.117E+01
  0.480E+00  0.117E+01
  0.560E+00  0.117E+01
  0.640E+00  0.117E+01
  0.720E+00  0.117E+01
  0.800E+00  0.117E+01
  0.880E+00  0.116E+01
  0.960E+00  0.116E+01
  0.104E+01  0.116E+01
  0.112E+01  0.115E+01
  0.120E+01  0.115E+01
  0.128E+01  0.115E+01
  0.136E+01  0.114E+01
